,date,tic,close,high,low,open,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
0,2020-07-01,AAPL,88.60105895996094,91.83999633789062,90.97750091552734,91.27999877929688,110737200.0,2.0,2.9708949777168385,91.35524275840848,79.01739518104463,62.80716163891626,107.51488497365256,29.73053178324967,82.7167844136556,76.59069054921468,28.6200008392334,53.06798931917464
0,2020-07-01,AMGN,220.26593017578125,256.2300109863281,232.5800018310547,235.52000427246094,6575800.0,2.0,3.3352501529114136,213.15173246418362,183.632583026539,61.27964852999816,269.41712616629303,46.80613855018443,197.0654291788737,198.0495735168457,28.6200008392334,53.06798931917464
0,2020-07-01,AXP,88.78776550292969,96.95999908447266,93.63999938964844,95.25,3301000.0,2.0,-0.37522333074643655,106.46847278722618,84.6157168184867,48.504815293338,-66.25433434019875,3.142447593063414,93.76125411987304,87.44673754374186,28.6200008392334,53.06798931917464
0,2020-07-01,BA,180.32000732421875,190.61000061035156,180.0399932861328,185.8800048828125,49036700.0,2.0,5.443193477575591,220.72113910564724,160.93286327472384,50.92577108146718,24.220608346258853,15.932919876883034,176.4723347981771,155.6141675313314,28.6200008392334,53.06798931917464
0,2020-07-01,CAT,114.37261962890625,129.39999389648438,125.87999725341797,129.3800048828125,2807800.0,2.0,1.206398758505543,123.82625848974045,107.45393636499587,52.86541953041714,35.87387075680114,14.457404372847105,113.19828592936197,107.73221193949381,28.6200008392334,53.06798931917464
0,2020-07-01,CRM,190.82415771484375,192.82000732421875,187.4600067138672,188.10000610351562,4754600.0,2.0,4.1689756415220245,193.98818048308144,168.10039983918418,58.104308061932166,139.93173390756357,29.22574697896622,179.190478515625,169.99898274739584,28.6200008392334,53.06798931917464
0,2020-07-01,CSCO,39.809043884277344,46.720001220703125,46.0,46.540000915527344,17129500.0,2.0,0.2493926896857701,41.855777818359236,37.826257627807756,53.16056026641602,19.57340116347114,13.380576374222525,39.79376983642578,38.17452888488769,28.6200008392334,53.06798931917464
0,2020-07-01,CVX,71.22655487060547,90.7699966430664,87.55000305175781,89.27999877929688,6379400.0,2.0,-0.9333155600233312,83.20895288319878,67.2943094459028,47.829188578240235,-92.00435475816143,9.086242134949158,75.36096572875977,73.0540044148763,28.6200008392334,53.06798931917464
0,2020-07-01,DIS,111.6309585571289,115.5999984741211,112.29000091552734,112.81999969482422,11930900.0,2.0,-0.9581240827347983,125.69830642345272,105.14592499134221,49.235696038161684,-76.90019367231348,1.5594677137092412,116.19654922485351,110.02001838684082,28.6200008392334,53.06798931917464
0,2020-07-01,GS,176.10736083984375,199.74000549316406,195.52000427246094,198.8800048828125,2620100.0,2.0,0.5522379674339106,198.4088825643954,167.03464160552647,50.96275364062609,-35.70827996978828,3.621086934561277,179.82484741210936,169.10854822794596,28.6200008392334,53.06798931917464
0,2020-07-01,HD,221.37139892578125,250.3300018310547,246.92999267578125,249.64999389648438,3677300.0,2.0,2.1216398354440287,230.5744618800006,212.66256357165955,55.50968022446988,20.64335101974923,8.254305556136101,220.3712376912435,206.48161290486652,28.6200008392334,53.06798931917464
0,2020-07-01,HON,130.913330078125,146.47999572753906,142.97000122070312,145.22000122070312,2609500.0,2.0,-0.29877628797439115,147.13689863770745,121.64921586424569,49.992545366914435,-33.448268706123905,2.7678061866028867,133.43360850016276,127.77853825887044,28.6200008392334,53.06798931917464
0,2020-07-01,IBM,91.3553237915039,115.8986587524414,113.16443634033203,114.98088073730469,4869967.0,2.0,-0.9756504344391885,103.63791172472446,86.57288463147671,47.48972242869504,-74.126940228728,5.476160686110971,95.14393107096355,93.79173787434895,28.6200008392334,53.06798931917464
0,2020-07-01,INTC,52.42577362060547,60.029998779296875,58.7599983215332,59.90999984741211,14748100.0,2.0,-0.5142135093955531,57.471189862338164,50.36044198885813,48.71406836355278,-78.99761120199811,8.42366741494278,54.479356129964195,53.49654630025228,28.6200008392334,53.06798931917464
0,2020-07-01,JNJ,122.8465805053711,141.38999938964844,140.05999755859375,140.69000244140625,6174800.0,2.0,-1.4585968087231151,130.24827214575922,119.86847666405522,46.815829034562014,-95.24512810348196,15.023814560668121,126.13527882893881,127.65762990315756,28.6200008392334,53.06798931917464
0,2020-07-01,JPM,81.65128326416016,95.70999908447266,93.02999877929688,94.88999938964844,18755700.0,2.0,-0.9693428385816105,98.73246643616989,76.77046401426958,46.828964031947294,-79.23529830514902,2.3231892189599512,86.72578989664713,83.54297256469727,28.6200008392334,53.06798931917464
0,2020-07-01,KO,38.78709030151367,45.529998779296875,44.709999084472656,44.93000030517578,14316500.0,2.0,-0.3854038713644954,42.76603076804294,37.20175754677639,46.6858328358518,-78.21474051880269,12.141321439276636,39.933668518066405,39.67661609649658,28.6200008392334,53.06798931917464
0,2020-07-01,MCD,165.650634765625,186.44000244140625,183.72000122070312,184.9499969482422,2193800.0,2.0,-0.6573953285321181,180.42436611433615,159.067005040449,49.656153708354445,-58.51319060211808,2.6687944749256785,168.84431915283204,164.99761149088542,28.6200008392334,53.06798931917464
0,2020-07-01,MMM,107.66984558105469,131.93980407714844,129.8578643798828,130.7190704345703,1944218.0,2.0,0.33682658325639636,116.4027930469593,103.16180122183953,51.65536146299426,-11.87215930855891,7.4343802673570565,108.71054153442383,104.59530855814616,28.6200008392334,53.06798931917464
0,2020-07-01,MRK,64.44497680664062,75.32442474365234,73.58778381347656,73.88359069824219,9948769.0,2.0,-0.3639370546202585,68.09885471175473,60.18154537369451,50.13724247880624,-1.310435638417751,8.987585074670786,64.2262523651123,64.79013913472494,28.6200008392334,53.06798931917464
0,2020-07-01,MSFT,196.4801483154297,206.35000610351562,201.77000427246094,203.13999938964844,32061200.0,2.0,4.8464426284590445,198.73963386045176,174.7349083758764,61.18490177575357,140.81507958634666,33.01514568936887,183.16137186686197,175.96524709065756,28.6200008392334,53.06798931917464
0,2020-07-01,NKE,91.97579956054688,98.72000122070312,97.11000061035156,98.5,5733800.0,2.0,0.5913580774285805,99.10473944587493,88.13777459221102,52.34781584500882,-25.305159155101897,10.077761305946387,93.18126983642578,87.84362653096517,28.6200008392334,53.06798931917464
0,2020-07-01,PG,106.7398681640625,120.38999938964844,118.9000015258789,119.6500015258789,6501200.0,2.0,0.5647940061216161,107.23861539094628,102.36762011320411,53.50849684554589,114.02252535401949,1.6578549539437146,103.94935099283855,103.81166966756184,28.6200008392334,53.06798931917464
0,2020-07-01,TRV,101.57626342773438,114.79000091552734,112.19999694824219,113.95999908447266,930500.0,2.0,1.4572646818773904,113.29554078552536,96.80577681091017,51.849251221451006,9.061467442476138,0.8667633442658255,101.55039494832357,95.3607634226481,28.6200008392334,53.06798931917464
0,2020-07-01,UNH,277.84197998046875,300.3999938964844,295.239990234375,295.8299865722656,2303800.0,2.0,0.3682304027559553,289.9266740170704,259.61980425441396,53.23657201907932,18.221713288037932,4.310079450641798,275.78956095377606,269.55209426879884,28.6200008392334,53.06798931917464
0,2020-07-01,V,187.32437133789062,195.35000610351562,192.66000366210938,193.85000610351562,6394100.0,2.0,1.0107570004074944,194.33388131819942,181.1056450489881,53.31961935236736,-7.431668945767039,6.30518165943547,187.6092330932617,178.26197204589843,28.6200008392334,53.06798931917464
0,2020-07-01,VZ,41.63681411743164,55.33000183105469,54.58000183105469,55.09000015258789,12831600.0,2.0,-0.36812248563561667,44.900538699187145,40.48806985183824,47.04126731731778,-53.92563548836068,7.954035128157262,42.524085744222006,42.87580343882243,28.6200008392334,53.06798931917464
0,2020-07-01,WBA,31.708965301513672,42.77000045776367,40.75,42.150001525878906,7063200.0,2.0,-0.15439172290307113,35.8679471169828,30.54400375734581,46.45706550787094,-55.567076127966885,9.849031633445234,32.99266923268636,32.779010740915936,28.6200008392334,53.06798931917464
0,2020-07-01,WMT,37.23957061767578,39.973331451416016,39.5533332824707,39.81666564941406,19733700.0,2.0,-0.2672524744725635,38.153853597387844,36.50139771486801,48.04065426373781,-68.42620836258406,3.847317687483285,37.74765586853027,38.393204816182454,28.6200008392334,53.06798931917464
1,2020-07-02,AAPL,88.60105895996094,92.61750030517578,90.91000366210938,91.9625015258789,114041600.0,3.0,2.8909127141080972,91.15532833009465,80.23421024412411,62.80716163891626,104.56231132894686,33.33560852538064,83.08081512451172,77.01807136535645,27.68000030517578,6.839070194060622
1,2020-07-02,AMGN,222.9596710205078,261.4599914550781,252.8699951171875,252.8699951171875,3338000.0,3.0,4.6616706984834195,217.93577498101214,182.07412949896835,62.242858439762635,310.85563754349766,51.66958448767672,197.93945922851563,198.78148600260417,27.68000030517578,6.839070194060622
1,2020-07-02,AXP,89.05210876464844,97.29000091552734,93.8499984741211,96.7699966430664,4239700.0,3.0,-0.5530801713333489,106.05831591463522,83.91861966275735,48.672287474262845,-67.00292920694275,2.043743766352331,93.88743616739909,87.5591672261556,27.68000030517578,6.839070194060622
1,2020-07-02,BA,180.80999755859375,187.7899932861328,180.42999267578125,185.5800018310547,41792300.0,3.0,4.838368081568319,220.7471312750248,160.5578705560299,51.02235900420649,17.93794948183391,15.932919876883023,178.05533447265626,156.26800079345702,27.68000030517578,6.839070194060622
1,2020-07-02,CAT,115.87871551513672,130.33999633789062,127.19000244140625,128.25,2527500.0,3.0,1.27607376840227,123.74597825452337,107.42171278551571,53.81242125384515,50.6200122174787,16.8108104972179,113.56210810343424,107.83668835957845,27.68000030517578,6.839070194060622
1,2020-07-02,CRM,191.46060180664062,195.38999938964844,192.2899932861328,193.16000366210938,4200300.0,3.0,4.4128064001936025,194.83244117207948,169.35342308573303,58.353778900051395,156.17949846852764,33.304498342736714,179.70759023030598,170.78558909098308,27.68000030517578,6.839070194060622
1,2020-07-02,CSCO,39.74806594848633,46.220001220703125,45.47999954223633,46.06999969482422,19632000.0,3.0,0.23634340334535153,41.794268504752125,37.81252699695686,52.99855963061216,-12.503785605108941,6.686251196972111,39.80959955851237,38.25158665974935,27.68000030517578,6.839070194060622
1,2020-07-02,CVX,71.78744506835938,90.36000061035156,88.16000366210938,89.37000274658203,5832800.0,3.0,-0.9567042038723201,82.89576787933457,66.95961084380995,48.34484355964048,-81.44817258568442,9.086242134949158,75.23388214111328,73.16998914082845,27.68000030517578,6.839070194060622
1,2020-07-02,DIS,110.81107330322266,115.0999984741211,112.0,115.0,10312000.0,3.0,-1.009428251616228,124.80849798216471,104.89877817139975,48.678796004748385,-80.77107912684264,2.5133341962596556,115.94169718424479,110.2001267751058,27.68000030517578,6.839070194060622
1,2020-07-02,GS,175.95584106445312,203.0,197.1300048828125,202.5,2699400.0,3.0,0.3444096415863953,197.34095337092558,166.549808958176,50.90714582546327,-29.399522141612582,8.630298368111596,180.3325444539388,169.5900540669759,27.68000030517578,6.839070194060622
1,2020-07-02,HD,221.68360900878906,252.3000030517578,247.9199981689453,251.94000244140625,3369800.0,3.0,2.053444122273362,230.5517843057388,212.64509374601903,55.64498454352912,35.403570977573715,12.095169035684306,220.71985931396483,207.3343198140462,27.68000030517578,6.839070194060622
